time_s,iters,rps,mbps,p50_us,p95_us,p99_us,cpu_pct,rss_mb,errors
3895,1464827565,400620,12519.4,42.75,58.5,65.5,430.938,5,0
3905,1468751264,391999,12250,42.75,58.5,65.5,381.591,5,0
3915,1472672976,391932,12247.9,42.75,58.5,65.5,393.281,5,0
3925,1476584785,390783,12212,42.75,58.5,65.5,366.147,5,0
3935,1480754404,416334,13010.4,42.75,58.5,65.5,463.963,5,0
3945,1484910856,414988,12968.4,42.65,58.5,65.5,458.346,5,0
3955,1489072594,415523,12985.1,42.65,57.5,65.5,463.651,5,0
3965,1493229590,415079,12971.2,42.65,57.5,65.5,472.075,5,0
3975,1497424848,419230,13100.9,42.65,57.5,65.5,467.969,5,0
3985,1501375419,394685,12333.9,42.65,57.5,65.5,383.463,5,0
3995,1505289983,390870,12214.7,42.65,57.5,65.5,370.671,5,0
4005,1509204372,390824,12213.3,42.65,57.5,65.5,357.254,5,0
4015,1513115684,390518,12203.7,42.65,57.5,65.5,362.402,5,0
4025,1517027084,390525,12203.9,42.65,57.5,65.5,367.083,5,0
4035,1520938594,390584,12205.8,42.65,57.5,65.5,364.275,5,0
4045,1524854395,390922,12216.3,42.65,57.5,65.5,357.566,5,0
4055,1528763723,390328,12197.8,42.65,57.5,65.5,359.438,5,0
4065,1532675814,390589,12205.9,42.65,57.5,65.5,352.418,5,0
4075,1536589427,390767,12211.5,42.55,57.5,65.5,353.042,5,0
4085,1540498299,390252,12195.4,42.55,57.5,65.5,352.262,5,0
4095,1544412990,390852,12214.1,42.55,57.5,65.5,355.226,5,0
4105,1548325750,390736,12210.5,42.55,57.5,65.5,357.254,5,0
4115,1552234642,390832,12213.5,42.55,57.5,65.5,352.344,5,0
4125,1556149557,390884,12215.1,42.55,57.5,65.5,360.062,5,0
4135,1560065218,390975,12218,42.55,57.5,65.5,360.998,5,0
4145,1563977428,390589,12205.9,42.55,57.5,65.5,354.914,5,0
4155,1567890381,390686,12208.9,42.55,57.5,65.5,364.119,5,0
4165,1571807829,391147,12223.4,42.55,57.5,65.5,363.807,5,0
4175,1575717013,390283,12196.3,42.55,57.5,65.5,365.991,5,0
4185,1579633143,391000,12218.8,42.55,57.5,65.5,360.686,5,0
4195,1583533101,389395,12168.6,42.55,57.5,65.5,352.106,5,0
4205,1587446202,390708,12209.6,42.55,57.5,65.5,365.367,5,0
4215,1591363813,391136,12223,42.55,57.5,65.5,363.651,5,0
4225,1595281267,391156,12223.6,42.55,57.5,65.5,363.495,5,0
4235,1599188090,390065,12189.5,42.55,57.5,65.5,355.538,5,0
4245,1603103105,390902,12215.7,42.55,57.5,65.5,358.19,5,0
4255,1607017581,390840,12213.7,42.55,57.5,65.5,359.618,5,0
4265,1610930220,390618,12206.8,42.55,57.5,65.5,345.999,5,0
4275,1614839778,390376,12199.2,42.55,57.5,65.5,362.402,5,0
4285,1618752598,390676,12208.6,42.55,57.5,65.5,357.254,5,0
4295,1622664764,390597,12206.2,42.55,57.5,65.5,362.871,5,0
4305,1626576574,390570,12205.3,42.55,57.5,65.5,355.538,5,0
4315,1630488981,390627,12207.1,42.55,57.5,65.5,359.75,5,0
4325,1634397951,390268,12195.9,42.55,57.5,65.5,361.31,5,0
4335,1638308486,390468,12202.1,42.55,57.5,65.5,364.275,5,0
4345,1642216829,390226,12194.6,42.55,57.5,65.5,362.559,5,0
4356,1646128778,390589,12205.9,42.55,57.5,65.5,357.254,5,0
4366,1650040431,390538,12204.3,42.55,57.5,65.5,349.61,5,0
4376,1653955905,390947,12217.1,42.45,57.5,65.5,365.679,5,0
4386,1657860424,389877,12183.7,42.45,57.5,65.5,354.29,5,0
4396,1661771923,390519,12203.7,42.45,57.5,65.5,357.254,5,0
4406,1665682717,390469,12202.2,42.45,57.5,65.5,357.878,5,0
4416,1669590690,390176,12193,42.45,57.5,65.5,363.495,5,0
4426,1673504454,390771,12211.6,42.45,57.5,65.5,361.466,5,0
4436,1677416234,390565,12205.2,42.45,57.5,65.5,359.75,5,0
4446,1681327294,390470,12202.2,42.45,57.5,65.5,371.451,5,0
4456,1685245961,390666,12208.3,42.45,57.5,64.5,364.33,5,0
4466,1689159120,390686,12208.9,42.45,57.5,64.5,358.034,5,0
4476,1693067404,390232,12194.8,42.45,57.5,64.5,358.658,5,0
4486,1696983779,391029,12219.7,42.45,57.5,64.5,358.19,5,0
4496,1700896657,390679,12208.7,42.45,57.5,64.5,351.95,5,0
4506,1704812338,390354,12198.6,42.45,57.5,64.5,363.707,5,0
4516,1708721880,390356,12198.6,42.45,57.5,64.5,355.226,5,0
4526,1712632977,390492,12202.9,42.45,57.5,64.5,363.339,5,0
4536,1716550800,391174,12224.2,42.45,57.5,64.5,358.19,5,0
4546,1720459294,390230,12194.7,42.45,57.5,64.5,354.446,5,0
4556,1724369275,390411,12200.4,42.45,57.5,64.5,359.438,5,0
4566,1728277077,390232,12194.7,42.45,57.5,64.5,360.686,5,0
4576,1732183863,390588,12205.9,42.45,57.5,64.5,342.031,5,0
4586,1736093565,390366,12198.9,42.45,57.5,64.5,361.466,5,0
4596,1740001222,390164,12192.6,42.45,57.5,64.5,366.771,5,0
4606,1743911160,390375,12199.2,42.45,57.5,64.5,351.17,5,0
4616,1747822255,390503,12203.2,42.45,57.5,64.5,358.658,5,0
4626,1751733398,390513,12203.5,42.45,57.5,64.5,355.694,5,0
4636,1755639894,390016,12188,42.45,57.5,64.5,345.71,5,0
4646,1759550371,390445,12201.4,42.45,57.5,64.5,359.75,5,0
4656,1763460958,390434,12201.1,42.45,57.5,64.5,349.298,5,0
4666,1767369610,390268,12195.9,42.45,57.5,64.5,360.374,5,0
4676,1771281428,390563,12205.1,42.45,57.5,64.5,350.234,5,0
4686,1775193571,390601,12206.3,42.45,57.5,64.5,355.07,5,0
4696,1779106458,390676,12208.6,42.45,57.5,64.5,363.183,5,0
4706,1783017473,390513,12203.5,42.45,57.5,64.5,352.106,5,0
4716,1786926613,390278,12196.2,42.45,57.5,64.5,366.459,5,0
4726,1790835258,390272,12196,42.35,57.5,64.5,359.282,5,0
4736,1794746147,390521,12203.8,42.35,57.5,64.5,370.203,5,0
4746,1798657048,390426,12200.8,42.35,57.5,64.5,349.454,5,0
4756,1802561518,389846,12182.7,42.35,57.5,64.5,348.83,5,0
4766,1806464450,389700,12178.1,42.35,57.5,64.5,354.446,5,0
4776,1810370325,389978,12186.8,42.35,57.5,64.5,359.282,5,0
4786,1814280135,390371,12199.1,42.35,57.5,64.5,366.615,5,0
4796,1818186198,389995,12187.4,42.35,57.5,64.5,357.878,5,0
4806,1822093897,390170,12192.8,42.35,57.5,64.5,360.062,5,0
4816,1826006596,390671,12208.5,42.35,57.5,64.5,360.53,5,0
4826,1829918873,390609,12206.5,42.35,57.5,64.5,361.778,5,0
4836,1833839308,391410,12231.6,42.35,57.5,64.5,368.799,5,0
4846,1837760322,391513,12234.8,42.35,57.5,64.5,362.559,5,0
4856,1841674767,390800,12212.5,42.35,57.5,64.5,355.538,5,0
4866,1845595558,391477,12233.7,42.35,57.5,64.5,351.794,5,0
4876,1849515010,391330,12229.1,42.35,57.5,64.5,356.474,5,0
4886,1853435781,391461,12233.2,42.35,57.5,64.5,359.906,5,0
4896,1857352720,391112,12222.3,42.35,57.5,64.5,360.374,5,0
4906,1861278228,391901,12246.9,42.35,57.5,64.5,363.651,5,0
4916,1865197497,391327,12229,42.35,57.5,64.5,356.006,5,0
4926,1869118646,391528,12235.2,42.35,57.5,64.5,355.85,5,0
4936,1873045188,392034,12251.1,42.35,57.5,64.5,356.006,5,0
4946,1876968934,391747,12242.1,42.35,57.5,64.5,366.615,5,0
4956,1880894909,391977,12249.3,42.35,57.5,64.5,358.814,5,0
4966,1884814794,391405,12231.4,42.35,57.5,64.5,350.078,5,0
4976,1888738497,391796,12243.6,42.35,57.5,64.5,367.083,5,0
4986,1892651901,391274,12227.3,42.35,57.5,64.5,350.156,5,0
4997,1896562881,390494,12202.9,42.35,57.5,64.5,349.298,5,0
5007,1900474754,390580,12205.6,42.35,57.5,64.5,359.126,5,0
5017,1904390818,390994,12218.6,42.35,57.5,64.5,370.203,5,0
5027,1908302006,390581,12205.7,42.35,57.5,64.5,372.855,5,0
5037,1912215865,390724,12210.1,42.35,57.5,64.5,361.934,5,0
5047,1916129226,390708,12209.6,42.35,57.5,64.5,358.814,5,0
5057,1920040640,390521,12203.8,42.35,57.5,64.5,355.226,5,0
5067,1923951337,390584,12205.8,42.35,57.5,64.5,356.942,5,0
5077,1927853884,390119,12191.2,42.35,57.5,64.5,357.812,5,0
5087,1931765597,390592,12206,42.35,57.5,64.5,350.39,5,0
5097,1935676185,390509,12203.4,42.35,57.5,64.5,360.998,5,0
5107,1939592083,390928,12216.5,42.35,57.5,64.5,364.431,5,0
5117,1943505873,390784,12212,42.35,57.5,64.5,369.423,5,0
5127,1947417252,390499,12203.1,42.35,57.5,64.5,357.41,5,0
5137,1951330362,390694,12209.2,42.25,57.5,64.5,352.262,5,0
5147,1955247439,391082,12221.3,42.25,57.5,64.5,357.566,5,0
5157,1959159126,390573,12205.4,42.25,57.5,64.5,361.778,5,0
5167,1963073785,390851,12214.1,42.25,57.5,64.5,371.139,5,0
5177,1966988511,390858,12214.3,42.25,57.5,64.5,360.686,5,0
5187,1970907641,391343,12229.5,42.25,57.5,64.5,353.822,5,0
5197,1974825730,391181,12224.4,42.25,57.5,64.5,366.615,5,0
5207,1978740536,390867,12214.6,42.25,57.5,64.5,352.262,5,0
5217,1982656463,390989,12218.4,42.25,57.5,64.5,357.878,5,0
5227,1986571963,390935,12216.7,42.25,57.5,64.5,367.239,5,0
5237,1990488958,391097,12221.8,42.25,57.5,64.5,365.835,5,0
5247,1994405960,391054,12220.4,42.25,57.5,64.5,355.694,5,0
5257,1998321210,390911,12216,42.25,57.5,64.5,356.006,5,0
5267,2002241779,391465,12233.3,42.25,57.5,64.5,363.651,5,0
5277,2006159346,391148,12223.4,42.25,57.5,64.5,361.934,5,0
5287,2010079167,391349,12229.7,42.25,57.5,64.5,357.566,5,0
5297,2013999719,391444,12232.6,42.25,57.5,64.5,358.97,5,0
5307,2017914904,390936,12216.7,42.25,57.5,64.5,359.594,5,0
5317,2021833063,391211,12225.3,42.25,57.5,64.5,369.735,5,0
5327,2025751990,391277,12227.4,42.25,57.5,64.5,366.459,5,0
5337,2029672980,391486,12233.9,42.25,57.5,64.5,368.331,5,0
5347,2033594502,391536,12235.5,42.25,57.5,64.5,350.702,5,0
5357,2037518550,391781,12243.2,42.25,57.5,64.5,367.395,5,0
5367,2041433059,390863,12214.5,42.25,57.5,64.5,357.878,5,0
5377,2045349120,390994,12218.6,42.25,57.5,64.5,370.983,5,0
5387,2049268456,391314,12228.6,42.25,57.5,64.5,369.267,5,0
5397,2053189139,391472,12233.5,42.25,57.5,64.5,359.438,5,0
5407,2057108980,391357,12229.9,42.25,57.5,64.5,355.226,5,0
5417,2061030531,391532,12235.4,42.25,57.5,64.5,373.635,5,0
5427,2064945209,390842,12213.8,42.25,57.5,64.5,367.239,5,0
5437,2068861953,391093,12221.7,42.25,57.5,64.5,361.31,5,0
5447,2072781752,391378,12230.6,42.25,57.5,64.5,378.315,5,0
5457,2076702506,391445,12232.7,42.25,57.5,64.5,367.863,5,0
5467,2080624348,391551,12236,42.25,57.5,64.5,366.459,5,0
5477,2084544703,391425,12232,42.25,57.5,64.5,371.607,5,0
5487,2088464275,391354,12229.8,42.25,57.5,64.5,352.574,5,0
5497,2092380868,391066,12220.8,42.25,57.5,64.5,360.686,5,0
5507,2096301473,391419,12231.9,42.25,57.5,64.5,352.262,5,0
5517,2100221773,391446,12232.7,42.25,57.5,64.5,353.822,5,0
5527,2104140935,391293,12227.9,42.25,57.5,64.5,364.743,5,0
5537,2108056960,391010,12219.1,42.25,57.5,64.5,349.922,5,0
5547,2111975739,391256,12226.7,42.25,57.5,64.5,358.19,5,0
5557,2115899962,391794,12243.6,42.25,57.5,64.5,361.934,5,0
5567,2119820526,391490,12234.1,42.25,57.5,64.5,362.559,5,0
5577,2123740009,391293,12227.9,42.25,57.5,64.5,356.786,5,0
5587,2127660506,391455,12233,42.25,57.5,64.5,366.459,5,0
5597,2131578643,391188,12224.6,42.25,57.5,64.5,359.75,5,0
5607,2135496070,391156,12223.6,42.25,57.5,64.5,367.707,5,0
5617,2139412509,391029,12219.6,42.25,57.5,64.5,362.09,5,0
5627,2143332910,391427,12232.1,42.15,57.5,64.5,361.934,5,0
5637,2147251866,391270,12227.2,42.15,57.5,64.5,363.027,5,0
5648,2151171913,391385,12230.8,42.15,57.5,64.5,361.622,5,0
5658,2155093297,391560,12236.3,42.15,57.5,64.5,367.707,5,0
5668,2159009241,390974,12217.9,42.15,57.5,64.5,363.027,5,0
5678,2162924686,390904,12215.7,42.15,57.5,64.5,361.154,5,0
5688,2166841058,391034,12219.8,42.15,57.5,64.5,365.055,5,0
5698,2170763113,391600,12237.5,42.15,57.5,64.5,361.778,5,0
5708,2174677613,390856,12214.3,42.15,57.5,64.5,358.502,5,0
5718,2178595082,391139,12223.1,42.15,57.5,64.5,360.218,5,0
5728,2182510380,390925,12216.4,42.15,57.5,64.5,368.019,5,0
5738,2186423073,390639,12207.5,42.15,57.5,64.5,360.53,5,0
5748,2190339967,391089,12221.5,42.15,57.5,64.5,370.359,5,0
5758,2194261233,391497,12234.3,42.15,57.5,64.5,353.354,5,0
5768,2198179113,391182,12224.4,42.15,57.5,64.5,376.287,5,0
5778,2202097219,391240,12226.2,42.15,57.5,64.5,378.003,5,0
5788,2206017755,391411,12231.6,42.15,57.5,64.5,361.778,5,0
5798,2209933733,390989,12218.4,42.15,57.5,64.5,363.495,5,0
5808,2213845285,390540,12204.4,42.15,57.5,64.5,362.09,5,0
5818,2217766223,391484,12233.9,42.15,57.5,64.5,359.282,5,0
5828,2221677497,390511,12203.5,42.15,57.5,64.5,361.622,5,0
5838,2225589839,390625,12207,42.15,57.5,64.5,356.942,5,0
5848,2229500437,390431,12201,42.15,57.5,64.5,368.955,5,0
5858,2233412937,390638,12207.4,42.15,57.5,64.5,355.85,5,0
5868,2237324283,390590,12205.9,42.15,57.5,64.5,365.211,5,0
5878,2241238585,390785,12212,42.15,57.5,64.5,350.546,5,0
5888,2245152428,390767,12211.5,42.15,57.5,64.5,357.098,5,0
5898,2249064391,390583,12205.7,42.15,57.5,64.5,357.254,5,0
5908,2252979387,390883,12215.1,42.15,57.5,64.5,350.702,5,0
5918,2256893737,390808,12212.8,42.15,57.5,64.5,353.042,5,0
5928,2260806845,390731,12210.3,42.15,57.5,64.5,358.034,5,0
5938,2264716831,390371,12199.1,42.15,57.5,64.5,365.055,5,0
5948,2268624636,390177,12193,42.15,57.5,64.5,355.538,5,0
5958,2272537098,390617,12206.8,42.15,57.5,64.5,359.906,5,0
5968,2276449779,390739,12210.6,42.15,57.5,64.5,356.786,5,0
5978,2280356145,390565,12205.2,42.15,57.5,64.5,358.906,5,0
5988,2284265443,390317,12197.4,42.15,57.5,64.5,359.438,5,0
5998,2288179684,390812,12212.9,42.15,57.5,64.5,354.134,5,0
6008,2292096558,391075,12221.1,42.15,57.5,64.5,350.702,5,0
6018,2296012272,390968,12217.7,42.15,57.5,64.5,357.098,5,0
6028,2299924138,390593,12206,42.15,57.5,64.5,352.418,5,0
6038,2303841414,391093,12221.7,42.15,57.5,64.5,355.85,5,0
6048,2307745922,389869,12183.4,42.15,57.5,64.5,365.055,5,0
6058,2311659687,390734,12210.4,42.15,57.5,64.5,357.41,5,0
6068,2315566725,390114,12191.1,42.15,57.5,64.5,358.034,5,0
6078,2319478921,390594,12206.1,42.15,57.5,64.5,357.878,5,0
6088,2323391171,390636,12207.4,42.15,57.5,64.5,360.062,5,0
6098,2327311703,391466,12233.3,42.15,57.5,64.5,361.934,5,0
6108,2331227320,390933,12216.7,42.15,57.5,64.5,352.886,5,0
6118,2335160822,392711,12272.2,42.15,57.5,64.5,356.162,5,0
6128,2339093468,392654,12270.4,42.15,57.5,64.5,364.119,5,0
6138,2343030237,393077,12283.6,42.15,57.5,64.5,358.502,5,0
6148,2346961470,392504,12265.8,42.15,57.5,64.5,358.19,5,0
6158,2350874194,390665,12208.3,42.15,57.5,64.5,364.899,5,0
6168,2354785788,390551,12204.7,42.15,57.5,64.5,367.551,5,0
6178,2358700623,390884,12215.1,42.15,57.5,64.5,355.382,5,0
6188,2362615799,390882,12215.1,42.15,57.5,64.5,372.855,5,0
6198,2366527092,390527,12204,42.15,57.5,64.5,355.382,5,0
6208,2370443876,391048,12220.2,42.15,57.5,64.5,364.119,5,0
6218,2374358015,390814,12212.9,42.15,57.5,64.5,364.743,5,0
6228,2378270133,390597,12206.2,42.15,57.5,64.5,369.579,5,0
6238,2382185278,390918,12216.2,42.15,57.5,64.5,361.622,5,0
6248,2386096443,390488,12202.7,42.15,57.5,64.5,365.055,5,0
6258,2390010450,390795,12212.3,42.05,57.5,64.5,357.722,5,0
6268,2393922635,390604,12206.4,42.05,57.5,64.5,368.175,5,0
6278,2397832919,390450,12201.6,42.05,57.5,64.5,369.111,5,0
6288,2401747243,390804,12212.6,42.05,57.5,64.5,364.899,5,0
6299,2405660997,390745,12210.8,42.05,57.5,64.5,364.119,5,0
6309,2409575130,390804,12212.6,42.05,57.5,64.5,364.275,5,0
6319,2413486300,390511,12203.5,42.05,57.5,64.5,361.31,5,0
6329,2417400144,390771,12211.6,42.05,57.5,64.5,352.73,5,0
6339,2421312842,390658,12208.1,42.05,57.5,64.5,354.758,5,0
6349,2425224803,390590,12205.9,42.05,57.5,64.5,355.382,5,0
6359,2429144202,390746,12210.8,42.05,57.5,64.5,360.125,5,0
6369,2433055729,390539,12204.3,42.05,57.5,64.5,350.39,5,0
6379,2436969841,390795,12212.3,42.05,57.5,64.5,362.715,5,0
6389,2440885702,390959,12217.5,42.05,57.5,64.5,365.211,5,0
6399,2444803064,391152,12223.5,42.05,57.5,64.5,367.239,5,0
6409,2448719523,391059,12220.6,42.05,56.5,64.5,353.978,5,0
6419,2452638244,391215,12225.5,42.05,56.5,64.5,365.523,5,0
6429,2456555555,391151,12223.5,42.05,56.5,64.5,354.914,5,0
6439,2460467552,390558,12204.9,42.05,56.5,64.5,358.814,5,0
6449,2464374452,390107,12190.9,42.05,56.5,64.5,353.666,5,0
6459,2468283385,390283,12196.3,42.05,56.5,64.5,352.262,5,0
6469,2472193183,390363,12198.8,42.05,56.5,64.5,365.523,5,0
6479,2476105671,390649,12207.8,42.05,56.5,64.5,365.679,5,0
6489,2480011453,389956,12186.1,42.05,56.5,64.5,360.686,5,0
6499,2483918264,390060,12189.4,42.05,56.5,64.5,351.17,5,0
6509,2487827598,390344,12198.2,42.05,56.5,64.5,368.799,5,0
6519,2491738445,390460,12201.9,42.05,56.5,64.5,361.934,5,0
6529,2495649149,390451,12201.6,42.05,56.5,64.5,355.538,5,0
6539,2499559608,390459,12201.9,42.05,56.5,64.5,361.778,5,0
6549,2503466905,390089,12190.3,42.05,56.5,64.5,359.75,5,0
6559,2507371933,389894,12184.2,42.05,56.5,64.5,347.894,5,0
6569,2511279541,390153,12192.3,42.05,56.5,64.5,347.738,5,0
6579,2515187274,390152,12192.3,42.05,56.5,64.5,352.73,5,0
6589,2519097464,390426,12200.8,42.05,56.5,64.5,360.062,5,0
6599,2523006353,390299,12196.8,42.05,56.5,64.5,356.942,5,0
6609,2526911965,389924,12185.1,42.05,56.5,64.5,341.966,5,0
6619,2530819101,390102,12190.7,42.05,56.5,64.5,359.75,5,0
6629,2534725527,390052,12189.1,42.05,56.5,64.5,354.602,5,0
6639,2538632559,390099,12190.6,42.05,56.5,64.5,351.482,5,0
6649,2542540627,390174,12192.9,42.05,56.5,64.5,362.871,5,0
6659,2546449138,390273,12196,42.05,56.5,64.5,348.518,5,0
6669,2550357816,390284,12196.4,42.05,56.5,64.5,353.042,5,0
6679,2554269382,390519,12203.7,42.05,56.5,64.5,350.39,5,0
6689,2558180961,390537,12204.3,42.05,56.5,64.5,358.97,5,0
6699,2562089148,390186,12193.3,42.05,56.5,64.5,362.402,5,0
6709,2565996477,390143,12192,42.05,56.5,64.5,363.963,5,0
6719,2569903019,390026,12188.3,42.05,56.5,64.5,360.218,5,0
6729,2573813187,390432,12201,42.05,56.5,64.5,359.282,5,0
6739,2577725728,390632,12207.3,42.05,56.5,64.5,353.978,5,0
6749,2581637377,390388,12199.6,42.05,56.5,64.5,347.738,5,0
6759,2585542792,390107,12190.8,42.05,56.5,64.5,349.61,5,0
6769,2589451959,390300,12196.9,42.05,56.5,64.5,353.978,5,0
6779,2593358790,390079,12190,42.05,56.5,64.5,363.807,5,0
6789,2597264024,389915,12184.8,42.05,56.5,64.5,369.267,5,0
6799,2601172709,390252,12195.4,42.05,56.5,64.5,349.142,5,0
6809,2605078288,389974,12186.7,42.05,56.5,64.5,353.978,5,0
6819,2608984951,390023,12188.2,42.05,56.5,64.5,354.134,5,0
6829,2612894349,390344,12198.2,42.05,56.5,64.5,351.482,5,0
6839,2616802755,390217,12194.3,42.05,56.5,64.5,354.602,5,0
6849,2620711931,390339,12198.1,42.05,56.5,63.5,358.19,5,0
6859,2624621201,390323,12197.6,42.05,56.5,63.5,361.778,5,0
6869,2628535992,390860,12214.4,42.05,56.5,63.5,366.303,5,0
6879,2632452989,391091,12221.6,42.05,56.5,63.5,365.367,5,0
6889,2636371748,391259,12226.8,42.05,56.5,63.5,358.034,5,0
6899,2640286718,390861,12214.4,42.05,56.5,63.5,358.502,5,0
6909,2644198236,390538,12204.3,42.05,56.5,63.5,357.566,5,0
6919,2648110546,390692,12209.1,42.05,56.5,63.5,364.119,5,0
6930,2652018416,390128,12191.5,42.05,56.5,63.5,348.518,5,0
6940,2655934091,390942,12216.9,42.05,56.5,63.5,359.594,5,0
6950,2659849920,390998,12218.7,42.05,56.5,63.5,356.318,5,0
6960,2663757567,390146,12192.1,42.05,56.5,63.5,354.446,5,0
6970,2667670018,390641,12207.5,42.05,56.5,63.5,358.97,5,0
6980,2671582571,390650,12207.8,42.05,56.5,63.5,362.871,5,0
6990,2675494282,390545,12204.5,42.05,56.5,63.5,357.722,5,0
7000,2679404529,390409,12200.3,42.05,56.5,63.5,350.078,5,0
7010,2683325212,391466,12233.3,42.05,56.5,63.5,354.29,5,0
7020,2687241071,390985,12218.3,42.05,56.5,63.5,363.807,5,0
7030,2691157810,391037,12219.9,42.05,56.5,63.5,348.674,5,0
7040,2695073927,391017,12219.3,42.05,56.5,63.5,354.446,5,0
7050,2698991849,391189,12224.7,42.05,56.5,63.5,351.638,5,0
7060,2702910504,391257,12226.8,42.05,56.5,63.5,366.771,5,0
7070,2706834575,391781,12243.2,42.05,56.5,63.5,366.927,5,0
7080,2710754504,391382,12230.7,42.05,56.5,63.5,347.426,5,0
7090,2714670242,390962,12217.6,42.05,56.5,63.5,363.183,5,0
7100,2718586748,391037,12219.9,42.05,56.5,63.5,355.538,5,0
7110,2722505135,391262,12226.9,42.05,56.5,63.5,351.014,5,0
7120,2726429573,391800,12243.7,42.05,56.5,63.5,352.886,5,0
7130,2730350676,391512,12234.7,42.05,56.5,63.5,354.134,5,0
7140,2734282470,392533,12266.6,42.05,56.5,63.5,365.055,5,0
7150,2738210619,392222,12256.9,41.95,56.5,63.5,358.19,5,0
7160,2742131691,391478,12233.7,41.95,56.5,63.5,360.062,5,0
7170,2746053565,391579,12236.8,41.95,56.5,63.5,353.666,5,0
7180,2749981331,391562,12236.3,41.95,56.5,63.5,363.24,5,0
7190,2753904343,391686,12240.2,41.95,56.5,63.5,367.239,5,0
7200,2757833921,392345,12260.8,41.95,56.5,63.5,369.891,5,0
7210,2761755656,391582,12236.9,41.95,56.5,63.5,362.559,5,0
7220,2765682797,392103,12253.2,41.95,56.5,63.5,375.975,5,0
7230,2769601420,391224,12225.7,41.95,56.5,63.5,364.587,5,0
7240,2773524509,391691,12240.4,41.95,56.5,63.5,352.574,5,0
7250,2777451414,392078,12252.4,41.95,56.5,63.5,361.466,5,0
7260,2781376834,391931,12247.8,41.95,56.5,63.5,357.722,5,0
7270,2785299222,391627,12238.3,41.95,56.5,63.5,361.622,5,0
7280,2789225471,392039,12251.2,41.95,56.5,63.5,374.571,5,0
7290,2793149367,391745,12242,41.95,56.5,63.5,356.474,5,0
7300,2797076041,392086,12252.7,41.95,56.5,63.5,361.466,5,0
7310,2800998307,391606,12237.7,41.95,56.5,63.5,364.587,5,0
7320,2804911764,390733,12210.4,41.95,56.5,63.5,351.17,5,0
7330,2808829024,391114,12222.3,41.95,56.5,63.5,372.543,5,0
7340,2812744237,390918,12216.2,41.95,56.5,63.5,354.29,5,0
7350,2816664181,391359,12230,41.95,56.5,63.5,367.239,5,0
7360,2820580461,391025,12219.5,41.95,56.5,63.5,359.438,5,0
7370,2824501400,391488,12234,41.95,56.5,63.5,356.63,5,0
7380,2828419589,391195,12224.9,41.95,56.5,63.5,351.482,5,0
7390,2832337031,391128,12222.7,41.95,56.5,63.5,366.147,5,0
7400,2836252428,390949,12217.2,41.95,56.5,63.5,366.147,5,0
7410,2840169528,391098,12221.8,41.95,56.5,63.5,356.942,5,0
7420,2844086528,391070,12220.9,41.95,56.5,63.5,368.487,5,0
7430,2848003446,391083,12221.4,41.95,56.5,63.5,367.863,5,0
7440,2851923031,391369,12230.3,41.95,56.5,63.5,355.07,5,0
7450,2855843487,391410,12231.6,41.95,56.5,63.5,355.85,5,0
7460,2859760783,391141,12223.2,41.95,56.5,63.5,349.61,5,0
7470,2863674750,390766,12211.4,41.95,56.5,63.5,361.466,5,0
7480,2867587227,390668,12208.4,41.95,56.5,63.5,358.658,5,0
7490,2871504201,391080,12221.2,41.95,56.5,63.5,357.566,5,0
7500,2875419523,390914,12216.1,41.95,56.5,63.5,358.502,5,0
7510,2879333700,390824,12213.2,41.95,56.5,63.5,356.318,5,0
7520,2883249670,390958,12217.4,41.95,56.5,63.5,361.934,5,0
7530,2887159155,390332,12197.9,41.95,56.5,63.5,367.083,5,0
7540,2891069708,390450,12201.5,41.95,56.5,63.5,358.346,5,0
7550,2894983547,390795,12212.3,41.95,56.5,63.5,362.246,5,0
7561,2898896454,390692,12209.1,41.95,56.5,63.5,361.154,5,0
7571,2902807812,390502,12203.2,41.95,56.5,63.5,369.267,5,0
7581,2906724025,391002,12218.8,41.95,56.5,63.5,356.162,5,0
7591,2910635235,390528,12204,41.95,56.5,63.5,367.395,5,0
7601,2914553383,391197,12224.9,41.95,56.5,63.5,357.254,5,0
7611,2918466032,390672,12208.5,41.95,56.5,63.5,360.53,5,0
7621,2922378227,390590,12205.9,41.95,56.5,63.5,358.034,5,0
7631,2926287490,390337,12198,41.95,56.5,63.5,357.878,5,0
7641,2930199882,390598,12206.2,41.95,56.5,63.5,370.827,5,0
7651,2934113157,390714,12209.8,41.95,56.5,63.5,359.282,5,0
7661,2938028760,390982,12218.2,41.95,56.5,63.5,357.566,5,0
7671,2941942825,390765,12211.4,41.95,56.5,63.5,356.942,5,0
7681,2945858860,391015,12219.2,41.95,56.5,63.5,360.53,5,0
7691,2949771596,390657,12208,41.95,56.5,63.5,356.942,5,0
7701,2953692487,391472,12233.5,41.95,56.5,63.5,353.042,5,0
7711,2957606155,390768,12211.5,41.95,56.5,63.5,360.218,5,0
7721,2961520343,390811,12212.8,41.95,56.5,63.5,356.786,5,0
7731,2965437700,391118,12222.4,41.95,56.5,63.5,363.807,5,0
7741,2969349164,390537,12204.3,41.95,56.5,63.5,365.523,5,0
7751,2973263273,390784,12212,41.95,56.5,63.5,359.75,5,0
7761,2977176434,390731,12210.4,41.95,56.5,63.5,362.871,5,0
7771,2981087807,390475,12202.4,41.95,56.5,63.5,357.566,5,0
7781,2984996698,390298,12196.8,41.95,56.5,63.5,362.871,5,0
